write_sz,ok,commit_mode,commit_ms,ds_durable_ms
2,1,SLOW_2PC,165.877085,760.672787
2,1,SLOW_2PC,165.617502,1027.583134
2,1,SLOW_2PC,166.026598,961.676383
2,1,SLOW_2PC,165.777711,918.499852
2,1,SLOW_2PC,165.673652,860.021270
2,1,SLOW_2PC,166.256331,914.508932
2,1,SLOW_2PC,165.548678,995.894827
2,1,SLOW_2PC,166.462950,920.209459
2,1,SLOW_2PC,165.714384,923.321124
2,1,SLOW_2PC,165.938848,997.787130
2,1,SLOW_2PC,165.773423,978.729450
2,1,SLOW_2PC,165.933484,931.474691
2,1,SLOW_2PC,165.725072,1049.825058
2,1,SLOW_2PC,165.497079,841.735284
2,1,SLOW_2PC,165.564847,976.459892
2,1,SLOW_2PC,165.733111,904.235886
2,1,SLOW_2PC,165.731793,944.917545
2,1,SLOW_2PC,165.489701,1015.398529
2,1,SLOW_2PC,165.796704,935.206168
2,1,SLOW_2PC,166.094583,1004.760017
2,1,SLOW_2PC,165.734939,970.357889
2,1,SLOW_2PC,166.238789,902.683848
2,1,SLOW_2PC,165.691516,843.197066
2,1,SLOW_2PC,165.691354,979.303833
2,1,SLOW_2PC,165.486633,951.764107
2,1,SLOW_2PC,165.440704,896.961572
2,1,SLOW_2PC,165.830545,993.776096
2,1,SLOW_2PC,165.264607,942.696266
2,1,SLOW_2PC,165.591390,1008.545535
2,1,SLOW_2PC,165.468510,874.769316
2,1,SLOW_2PC,166.167381,944.863107
2,1,SLOW_2PC,165.663793,879.334266
2,1,SLOW_2PC,165.678725,874.710614
2,1,SLOW_2PC,166.321498,942.422658
2,1,SLOW_2PC,165.593530,848.069687
2,1,SLOW_2PC,165.687707,994.579215
2,1,SLOW_2PC,165.583566,994.929676
2,1,SLOW_2PC,165.369485,929.504114
2,1,SLOW_2PC,165.535854,871.410207
2,1,SLOW_2PC,165.460434,1041.057604
2,1,SLOW_2PC,165.793967,973.713976
2,1,SLOW_2PC,166.037272,1023.589946
2,1,SLOW_2PC,165.875850,940.326602
2,1,SLOW_2PC,165.583754,875.825576
2,1,SLOW_2PC,165.561535,1050.220650
2,1,SLOW_2PC,165.532342,905.033372
2,1,SLOW_2PC,165.936386,952.893811
2,1,SLOW_2PC,165.386737,1018.531284
2,1,SLOW_2PC,165.284084,942.567539
2,1,SLOW_2PC,165.717671,922.235166
2,1,SLOW_2PC,165.601828,969.856773
2,1,SLOW_2PC,165.777634,1047.191046
2,1,SLOW_2PC,166.112161,952.654746
2,1,SLOW_2PC,165.514896,931.215510
2,1,SLOW_2PC,165.458021,1013.330739
2,1,SLOW_2PC,165.463699,904.819898
2,1,SLOW_2PC,165.801779,898.538392
2,1,SLOW_2PC,165.788274,789.286830
2,1,SLOW_2PC,165.497539,974.321549
2,1,SLOW_2PC,165.445958,857.409846
2,1,SLOW_2PC,165.580316,1040.307271
2,1,SLOW_2PC,165.343013,1006.588212
2,1,SLOW_2PC,165.476762,885.876284
2,1,SLOW_2PC,165.346942,958.311449
2,1,SLOW_2PC,165.463597,1007.326067
2,1,SLOW_2PC,165.931695,993.060592
